,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
3101,2008,275000,52000,Petrol,1,1,Second Owner,13.9,1599,103.2,5,147.0
3102,2013,497000,110000,Diesel,1,1,First Owner,20.77,1248,88.76,7,200.0
3103,2015,500000,70000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
3104,2019,2700000,10000,Diesel,1,0,First Owner,13.8,2999,174.57,7,380.0
3105,2019,975000,30000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3106,2018,620000,15000,Petrol,1,1,First Owner,20.4,1194,94.93,5,120.0
3107,2019,1227000,5000,Petrol,1,0,First Owner,18.0,1497,117.6,5,145.0
3108,2018,950000,40000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3109,2019,1700000,16500,Petrol,0,0,First Owner,13.96,1451,141.0,5,250.0
3110,2014,545000,110000,Diesel,1,1,First Owner,20.77,1248,88.76,7,200.0
3111,2011,400000,72000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
3112,2015,562000,60000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
3113,1999,155000,100000,Diesel,1,1,Third Owner,14.8,1998,68.0,5,123.0
3114,2015,590000,80000,Diesel,1,1,First Owner,25.01,1498,89.75,5,204.0
3115,2017,484999,30000,Petrol,1,1,First Owner,20.89,1197,81.8,5,113.0
3116,2008,500000,219000,Diesel,1,1,Second Owner,12.8,2494,102.0,8,201.0
3117,2017,300000,80000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
3118,2016,750000,80000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
3119,2016,574000,35000,Petrol,1,1,Second Owner,20.85,1197,83.14,5,115.0
3120,2013,200000,167000,Diesel,1,1,First Owner,22.3,1248,88.8,5,200.0
3121,2016,1100000,94000,Diesel,1,1,First Owner,19.67,1582,126.2,5,260.0
3122,2012,350000,80000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
3123,1998,70000,100000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3124,2005,120000,90000,Petrol,1,1,Second Owner,13.8,1299,70.0,5,105.0
3125,2012,700000,246000,Diesel,1,1,Second Owner,12.99,2494,100.0,7,200.0
3126,2019,500000,10000,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
3127,2019,600000,5200,Petrol,1,1,First Owner,20.3,1199,83.81,5,114.0
3128,2006,100000,120000,Petrol,1,1,Second Owner,17.3,993,60.0,5,78.0
3129,2013,409999,90000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
3130,2016,750000,50000,Petrol,1,0,First Owner,18.0,1497,117.3,5,145.0
3131,2017,600000,5000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
3132,2018,550000,10500,Petrol,1,1,First Owner,18.15,1198,82.0,6,115.0
3133,2018,950000,26000,Diesel,1,1,First Owner,19.6,1461,108.45,5,245.0
3134,2014,750000,60000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
3135,2006,650000,40000,Petrol,1,1,First Owner,11.7,1796,178.0,5,241.0
3136,2010,350000,60000,Petrol,1,1,Second Owner,14.53,1798,138.0,5,173.0
3137,2015,700000,25000,Petrol,1,1,First Owner,15.85,1499,110.4,5,140.0
3138,2011,335000,15000,Petrol,1,1,First Owner,17.5,1298,85.8,5,114.0
3139,2012,270000,110000,Diesel,1,1,First Owner,19.3,1248,73.9,5,190.0
3140,2010,320000,100000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
3141,2007,120000,120000,Petrol,1,1,First Owner,17.8,1086,63.0,5,97.0
3142,2010,730000,55000,Petrol,1,0,Second Owner,12.3,1781,163.2,5,225.0
3143,2007,125000,120000,Petrol,1,1,Third Owner,15.0,1586,104.68,5,1422.0
3144,2007,150000,35000,Petrol,1,1,First Owner,18.2,1061,64.0,5,84.0
3145,2018,310000,13000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
3146,2015,625000,50000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
3147,2012,267000,40000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
3148,2016,600000,25000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
3149,2019,700000,5000,Petrol,1,1,First Owner,23.87,1197,88.5,5,113.0
3150,2013,121000,50000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3151,2014,350000,80000,Petrol,1,1,Third Owner,18.9,1197,82.0,5,114.0
3152,2012,869999,225000,Diesel,1,1,Second Owner,12.99,2494,100.0,8,200.0
3153,2015,750000,70000,Diesel,1,1,First Owner,19.01,1461,108.5,5,248.0
3154,2015,484999,100000,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
3155,2006,120000,90000,Diesel,1,1,Second Owner,13.1,1493,82.0,5,187.0
3156,2010,150000,225000,Diesel,1,1,Third Owner,14.0,1948,90.0,9,190.0
3157,2016,3100000,90000,Diesel,1,0,First Owner,15.04,2755,174.5,7,450.0
3158,2010,217000,120000,Diesel,1,1,First Owner,21.1,1248,73.9,5,113.0
3159,2019,750000,6500,Petrol,1,0,First Owner,21.21,1197,81.8,5,113.0
3160,2010,350000,80000,Petrol,1,1,First Owner,11.96,1298,80.0,8,103.0
3161,2008,400000,100000,Diesel,1,1,Third Owner,12.05,2179,120.0,7,290.0
3162,2015,570000,120000,Diesel,1,1,Second Owner,23.59,1364,67.05,5,170.0
3163,2012,180000,120000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
3164,2006,280000,150000,Diesel,1,1,Third Owner,18.7,1896,66.0,5,210.0
3165,2005,90000,120000,Diesel,1,1,Fourth & Above Owner,16.1,1405,70.0,5,133.0
3166,2015,2600000,100000,Diesel,1,0,Second Owner,15.26,2143,203.2,5,500.0
3167,2018,700000,63000,Diesel,1,1,First Owner,15.3,2956,83.83,7,250.0
3168,2016,1850000,40000,Diesel,1,0,Second Owner,17.9,2143,136.0,5,300.0
3169,2015,685000,109000,Diesel,0,1,First Owner,22.7,1498,89.84,5,204.0
3170,2015,565000,114000,Diesel,0,1,First Owner,25.2,1248,73.94,5,190.0
3171,2014,395000,160000,Diesel,0,1,Third Owner,24.0,1120,70.0,5,160.0
3172,2013,425000,101000,Diesel,0,1,First Owner,21.9,1396,88.76,5,220.0
3173,2016,1950000,45000,Diesel,0,0,Second Owner,16.38,1995,183.0,5,400.0
3174,2018,535000,31000,Petrol,0,0,First Owner,24.04,999,67.0,5,91.0
3175,2016,434999,55000,Petrol,0,1,First Owner,20.52,1197,81.8,5,113.0
3176,2014,700000,117000,Diesel,0,1,First Owner,22.32,1582,126.32,5,260.0
3177,2012,900000,108000,Diesel,0,0,First Owner,17.42,1968,175.0,5,350.0
3178,2015,425000,75000,Petrol,0,1,First Owner,20.52,1197,81.8,5,113.0
3179,2011,1600000,74000,Diesel,0,0,First Owner,10.0,2148,170.0,5,400.0
3180,2013,325000,158000,Diesel,0,1,First Owner,24.4,1499,98.96,5,215.0
3181,2017,980000,53000,Diesel,1,1,First Owner,17.6,2179,147.94,7,320.0
3182,2017,1920000,20000,Diesel,1,1,Second Owner,16.3,1956,170.0,5,350.0
3183,2020,808000,5000,Petrol,1,1,First Owner,18.24,999,108.6,5,175.0
3184,2014,550000,30000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
3185,2010,215000,64000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3186,2016,512000,10500,Petrol,1,1,First Owner,18.16,1196,86.8,5,112.0
3187,2011,215000,50000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3188,2012,500000,60000,Diesel,1,1,First Owner,20.5,1598,103.5,5,250.0
3189,2015,700000,35000,Diesel,1,1,First Owner,21.14,1498,103.52,5,250.0
3190,2012,525000,135000,Diesel,1,1,First Owner,13.93,2179,138.03,7,320.0
3191,2011,550000,70000,Diesel,1,1,Second Owner,12.05,2179,120.0,9,290.0
3192,2017,675000,5000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
3193,2008,140000,80000,Petrol,1,1,Third Owner,17.92,1086,62.1,5,97.0
3194,2011,430000,120000,Diesel,1,1,Second Owner,12.05,2179,120.0,8,290.0
3195,2014,300000,10000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
3196,2015,180000,35000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
3197,2007,125000,50000,Petrol,1,1,First Owner,15.3,1193,65.3,5,102.0
3198,2018,810000,29700,Diesel,1,1,First Owner,25.1,1248,88.5,5,200.0
3199,2018,671000,20000,Petrol,1,0,First Owner,18.6,1368,98.63,5,133.0
3200,2018,295000,20000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
3201,2017,850000,40000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
3202,2013,409999,90000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
3203,2015,600000,90000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
3204,2015,600000,80000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3205,2012,220000,60000,Petrol,1,1,Third Owner,18.9,998,67.1,5,90.0
3206,2014,650000,50000,Diesel,1,1,First Owner,14.0,2523,75.0,8,200.0
3207,2006,130000,74000,Diesel,1,1,First Owner,13.7,1948,68.0,7,1128.0
3208,2014,400000,123000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
3209,2013,250000,50000,Petrol,1,1,First Owner,15.64,1193,64.1,5,100.0
3210,2014,400000,80000,Petrol,1,1,Second Owner,18.9,1197,82.0,5,114.0
3211,2019,500000,10000,Petrol,1,1,First Owner,19.02,1198,67.05,5,104.0
3212,2018,565000,10000,Petrol,1,0,First Owner,20.3,1086,68.0,5,99.0
3213,2018,900000,40000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3214,2017,650000,120000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
3215,2013,600000,45000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3216,2018,800000,35000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3217,2011,190000,80000,Petrol,1,1,Third Owner,15.5,1586,103.3,5,145.0
3218,2017,750000,37000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3219,2018,625000,22000,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
3220,2018,799000,60000,Diesel,1,1,Second Owner,22.54,1396,88.73,5,220.0
3221,2017,850000,27000,Petrol,1,1,First Owner,20.73,1373,91.1,5,130.0
3222,2012,130000,70000,Petrol,1,1,First Owner,18.0,995,62.0,5,91.0
3223,2018,900000,35000,Diesel,1,1,First Owner,16.55,2498,105.0,6,247.0
3224,2015,800000,70000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
3225,2015,250999,43000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
3226,2011,250000,110000,Petrol,1,1,Second Owner,15.0,1368,90.0,5,116.0
3227,2009,100000,100000,Petrol,1,1,Second Owner,15.7,1172,67.0,5,96.0
3228,2016,450000,64000,Petrol,1,1,First Owner,20.4,1197,81.8,5,113.0
3229,2017,575000,96000,Diesel,1,1,First Owner,19.87,1461,83.8,5,200.0
3230,2013,400000,96000,Diesel,1,1,First Owner,20.46,1461,83.8,5,200.0
3231,2019,480000,7600,Petrol,1,1,First Owner,21.63,998,67.0,5,90.0
3232,2007,150000,120000,Diesel,1,1,Second Owner,17.0,1405,70.0,5,133.0
3233,2017,600000,50000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
3234,2015,500000,50000,Diesel,1,1,Second Owner,24.4,1120,71.0,5,181.0
3235,2015,425000,80000,Diesel,1,1,First Owner,23.0,1248,88.7,5,200.0
3236,2003,108000,200000,Diesel,1,1,Second Owner,13.1,1493,82.0,5,187.0
3237,2015,1030000,190000,Diesel,1,1,First Owner,12.99,2494,100.6,7,200.0
3238,2015,360000,34000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
3239,2012,290000,80000,Petrol,1,1,Second Owner,16.47,1198,73.9,5,110.0
3240,2003,70000,20000,Diesel,1,1,First Owner,15.9,1527,57.0,5,96.0
3241,2011,215000,120000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
3242,2011,735000,200000,Diesel,1,1,Second Owner,12.8,2494,102.0,7,201.0
3243,2007,190000,70000,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
3244,2014,1365000,80800,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
3245,2018,675000,24265,Petrol,0,1,First Owner,18.7,1199,88.7,5,110.0
3246,2014,438999,81000,Diesel,0,1,First Owner,23.4,1248,74.0,5,190.0
3247,2015,550000,240000,Diesel,1,1,First Owner,19.98,1461,108.5,7,245.0
3248,2013,409999,35000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
3249,2019,350000,15000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
3250,2012,135000,49000,Diesel,1,1,Third Owner,25.44,936,57.6,5,150.0
3251,2016,1490000,56900,Diesel,1,1,Second Owner,13.68,2393,147.8,8,343.0
3252,2014,520000,70000,Diesel,1,1,Second Owner,25.2,1248,74.0,5,190.0
3253,2010,315000,180000,Diesel,1,1,First Owner,19.3,1248,73.9,5,190.0
3254,2010,235000,50000,Petrol,1,1,First Owner,19.0,998,66.1,5,90.0
3255,2005,80500,50000,Petrol,1,1,Third Owner,13.2,1495,94.0,5,123.0
3256,2013,375000,88200,Diesel,1,1,First Owner,23.2,1248,73.94,5,190.0
3257,2017,550000,120000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
3258,2011,260000,110000,Diesel,1,1,Second Owner,17.8,1399,68.0,5,160.0
3259,2016,260000,65000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
3260,2015,800000,15000,Diesel,1,1,First Owner,23.65,1248,88.5,5,200.0
3261,2015,300000,40000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
3262,2010,350000,120000,Petrol,1,1,Second Owner,17.0,1497,118.0,5,146.0
3263,2019,892000,10000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3264,2012,285000,70000,Diesel,1,1,Second Owner,20.3,1248,92.0,5,209.0
3265,2012,300000,60000,LPG,1,1,First Owner,32.06,1086,68.05,5,100.0
3266,2016,620000,90000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
3267,2016,270000,35000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
3268,2012,300000,40000,Petrol,1,1,Second Owner,17.92,1086,62.1,5,97.0
3269,2011,220000,80000,Diesel,1,1,First Owner,23.03,1396,69.0,5,140.0
3270,2012,260000,99000,Petrol,1,1,Second Owner,15.5,1586,103.3,5,145.0
3271,2015,80000,60000,Petrol,1,1,First Owner,23.9,624,37.48,4,51.0
3272,2016,300000,40800,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
3273,2015,300000,70000,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
3274,2016,400000,100000,Petrol,1,1,First Owner,18.15,1198,82.0,5,115.0
3275,2016,550000,8588,Petrol,1,1,First Owner,22.0,1197,81.8,5,113.0
3276,2015,500000,60000,Diesel,1,1,First Owner,25.83,1498,99.0,5,215.0
3277,2005,93000,80000,Petrol,1,1,Third Owner,15.9,1298,85.0,5,110.0
3278,2014,500000,110000,Diesel,1,1,First Owner,26.0,1498,98.6,5,200.0
3279,2018,670000,150000,Diesel,1,1,First Owner,23.59,1364,67.05,5,170.0
3280,2012,750000,120000,Diesel,1,1,Second Owner,12.8,2494,102.0,7,201.0
3281,2017,370000,30000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
3282,2012,100000,70000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3283,2016,425000,50000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
3284,2006,370000,305000,Diesel,1,1,Fourth & Above Owner,12.8,2494,102.0,8,201.0
3285,2009,229999,212000,Diesel,1,1,Third Owner,11.57,2179,138.1,7,320.0
3286,2010,235000,50000,Diesel,1,1,First Owner,10.71,1948,90.0,14,190.0
3287,2017,700000,70000,Diesel,1,1,First Owner,25.5,1498,98.6,5,200.0
3288,2016,475000,50000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
3289,2015,610000,120000,Diesel,1,1,First Owner,21.14,1498,103.52,5,250.0
3290,2017,800000,70000,Diesel,1,1,First Owner,25.5,1498,98.6,5,200.0
3291,2015,520000,120000,Diesel,1,1,First Owner,11.57,2179,138.1,7,320.0
3292,2015,700000,120000,Diesel,1,1,Second Owner,20.77,1248,88.76,7,200.0
3293,2017,590000,70000,Diesel,1,1,Second Owner,25.8,1498,98.6,5,200.0
3294,2002,140000,80000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
3295,2017,725000,100000,Diesel,1,1,Second Owner,18.49,1493,100.0,7,240.0
3296,2017,1680000,157000,Diesel,1,1,First Owner,13.68,2393,147.8,7,343.0
3297,2015,550000,50000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
3298,2012,240000,90000,Diesel,1,1,Second Owner,23.2,1248,73.94,5,190.0
3299,2013,667000,65000,Diesel,1,1,First Owner,14.6,2231,184.0,7,424.0
3300,2015,550000,110000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
3301,2015,400000,30000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
3302,2015,599000,70000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
3303,2016,725000,100000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
3304,2015,525000,120000,Petrol,1,1,Second Owner,17.4,1497,117.3,5,145.0
3305,2012,190000,110000,Diesel,1,1,First Owner,21.0,1199,75.0,5,180.0
3306,2015,310000,60000,Diesel,1,1,Fourth & Above Owner,24.0,1120,70.0,5,160.0
3307,2016,380000,90000,Diesel,1,1,Second Owner,24.0,1120,70.0,5,160.0
3308,2012,204000,110000,Petrol,1,1,Third Owner,20.92,998,67.1,5,90.0
3309,2018,350000,25000,Petrol,1,1,First Owner,20.3,998,68.05,5,95.0
3310,2013,350000,100000,Diesel,1,1,First Owner,20.54,1598,103.6,5,250.0
3311,2012,175000,120000,Diesel,1,1,Second Owner,20.0,1399,68.0,5,160.0
3312,2011,340000,90000,Diesel,1,1,First Owner,20.54,1598,103.6,5,250.0
3313,2017,950000,35000,Petrol,1,1,First Owner,17.4,1497,117.6,5,145.0
3314,2017,894999,35000,Petrol,1,1,First Owner,17.8,1497,117.3,5,145.0
3315,2014,350000,101200,Diesel,1,1,Second Owner,15.3,2956,83.83,7,250.0
3316,2005,100000,90000,Petrol,1,1,Second Owner,12.8,1396,85.0,5,118.0
3317,2016,550000,76000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
3318,2016,800000,90000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
3319,2008,500000,179150,Diesel,1,1,Second Owner,11.57,2179,138.1,7,320.0
3320,2003,42000,62000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
3321,2019,694000,35000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3322,2016,861999,120000,Diesel,1,0,First Owner,16.0,2179,140.0,7,330.0
3323,2017,650000,50000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
3324,2011,310000,70000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
3325,2013,360000,97000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
3326,2012,500000,84487,Diesel,1,1,Fourth & Above Owner,15.1,2179,140.0,7,330.0
3327,2010,475000,100000,Diesel,1,1,Second Owner,12.8,2494,102.0,7,201.0
3328,2007,100000,60000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
3329,2009,200000,110000,Petrol,1,1,Third Owner,15.0,1586,104.68,5,1422.0
3330,2010,245000,146000,Diesel,1,1,Fourth & Above Owner,14.0,2498,112.0,7,260.0
3331,2014,450000,70000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
3332,2017,800000,51146,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3333,2011,215000,40000,Petrol,1,1,First Owner,21.1,1197,85.8,5,114.0
3334,2017,760000,50000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3335,2015,416000,80000,Diesel,1,1,First Owner,20.14,1498,88.8,5,230.0
3336,2011,195000,120000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
3337,2017,325000,23000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
3338,2010,145000,70000,Petrol,1,1,Second Owner,20.92,998,67.1,5,90.0
3339,2018,675000,23000,Diesel,1,1,First Owner,28.4,1248,74.0,5,190.0
3340,2016,340000,30000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
3341,2011,340000,50000,Diesel,1,1,First Owner,19.0,1248,90.0,5,200.0
3342,2014,260000,40000,Petrol,1,1,First Owner,16.8,796,34.2,5,59.0
3343,2007,75000,60000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3344,2011,350000,80000,Diesel,1,1,First Owner,19.4,1405,70.0,5,136.0
3345,2010,170000,150000,Diesel,1,1,Third Owner,21.12,1248,88.8,5,200.0
3346,2018,600000,40000,Petrol,1,1,First Owner,19.0,1197,85.8,5,114.0
3347,2010,800000,25000,Petrol,1,0,First Owner,16.8,1497,118.0,5,146.0
3348,2018,850000,120000,Diesel,1,1,Second Owner,17.0,2650,80.84,7,230.0
3349,2014,980000,120000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
3350,2012,340000,270000,Diesel,1,1,Third Owner,14.07,2956,68.4,7,223.0
3351,2018,900000,50000,Diesel,1,0,Second Owner,24.3,1248,88.5,5,200.0
3352,2010,310000,120000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
3353,2013,600000,60000,Diesel,1,1,Third Owner,20.77,1248,88.8,7,200.0
3354,2008,270000,149000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
3355,2019,509999,5000,Petrol,1,1,First Owner,20.3,1086,68.0,5,99.0
3356,2013,225000,70000,Diesel,1,1,Second Owner,19.4,1405,70.0,5,136.0
3357,2015,280000,55000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
3358,2013,440000,120000,Diesel,1,1,First Owner,15.96,2523,62.1,9,195.0
3359,2014,500000,291977,Diesel,1,1,First Owner,14.0,2179,138.1,7,320.0
3360,2005,476999,85000,Petrol,1,1,Third Owner,11.1,2354,158.8,5,218.0
3361,2015,590000,70000,Petrol,1,1,Third Owner,17.19,1197,81.86,5,115.0
3362,2010,500000,120000,Diesel,1,1,First Owner,13.1,2499,141.0,7,330.0
3363,2015,600000,40000,Diesel,1,1,First Owner,22.77,1498,98.59,5,205.0
3364,2016,750000,70000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
3365,2017,2950000,39000,Diesel,0,0,First Owner,19.59,1995,187.74,5,380.0
3366,2019,5200000,10000,Diesel,0,0,First Owner,18.12,1995,190.0,5,400.0
3367,2019,695000,36800,Diesel,0,1,First Owner,20.14,1498,88.0,5,230.0
3368,2018,690000,52200,Diesel,0,1,First Owner,26.59,1248,74.0,5,190.0
3369,2016,409999,78000,Diesel,0,1,First Owner,24.0,1186,73.97,5,191.0
3370,2020,1650000,16000,Diesel,0,1,First Owner,17.0,1956,167.67,5,350.0
3371,2016,2375000,30000,Diesel,0,0,First Owner,15.73,1968,174.33,5,380.0
3372,2017,525000,29000,Diesel,0,1,Second Owner,24.0,1186,73.97,5,191.0
3373,2019,2150000,25000,Diesel,0,1,First Owner,16.3,1956,170.63,5,350.0
3374,2013,540000,60000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
3375,2017,2750000,60000,Diesel,0,0,Second Owner,12.55,2982,168.5,7,360.0
3376,2016,1000000,112000,Diesel,0,1,Second Owner,15.4,1997,120.0,7,280.0
3377,2018,2900000,15000,Diesel,0,0,First Owner,18.25,1968,187.74,5,400.0
3378,2018,975000,36000,Diesel,0,1,First Owner,28.09,1248,88.5,5,200.0
3379,2016,355000,60000,Petrol,0,1,First Owner,21.79,998,67.05,5,90.0
3380,2008,400000,120000,Petrol,1,1,First Owner,11.1,2354,158.8,5,218.0
3381,2018,650000,40000,Diesel,0,1,First Owner,20.14,1498,88.0,5,230.0
3382,2017,720000,60000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
3383,2016,850000,25000,Petrol,1,1,First Owner,17.01,1591,121.3,5,155.0
3384,2015,290000,42000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
3385,2016,600000,90000,Diesel,1,0,Second Owner,18.49,1493,100.0,7,230.0
3386,2011,300000,90000,Diesel,1,1,Second Owner,21.1,1248,73.9,5,113.0
3387,2012,225000,110000,Diesel,1,1,Second Owner,23.08,1461,63.12,5,160.0
3388,2009,240000,70000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
3389,2014,700000,80000,Diesel,1,1,First Owner,22.32,1582,126.32,5,260.0
3390,2014,470000,70000,Diesel,1,1,Second Owner,25.2,1248,74.0,5,190.0
3391,2016,800000,80000,Diesel,1,1,First Owner,21.19,1396,88.73,5,220.0
3392,2012,450000,90000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
3393,2007,90000,90000,Diesel,1,1,Third Owner,17.2,1396,53.5,5,84.0
3394,2010,450000,120000,Diesel,1,1,Second Owner,21.43,1364,87.2,5,205.0
3395,2017,1465000,62000,Diesel,0,0,First Owner,11.36,2755,171.5,7,360.0
3396,2016,925000,79000,Diesel,0,1,First Owner,19.67,1582,126.2,5,260.0
3397,2015,2000000,20000,Diesel,1,1,First Owner,12.55,2982,168.5,7,343.0
3398,2004,80000,248200,Diesel,1,1,Second Owner,16.1,1405,70.0,5,133.0
3399,2007,300000,110000,Diesel,1,1,Second Owner,10.5,2179,120.0,7,290.0
3400,2009,360000,100000,Diesel,1,1,First Owner,19.3,1248,73.9,5,190.0
3401,2010,320000,70000,Diesel,1,1,Second Owner,16.2,1493,110.0,5,236.0
3402,1994,99000,100000,Diesel,1,1,Second Owner,12.8,1995,52.0,5,106.0
3403,2016,780000,50000,Diesel,1,1,Second Owner,24.52,1248,88.5,7,200.0
3404,2013,620000,139000,Diesel,1,1,First Owner,20.77,1248,88.76,7,200.0
3405,2006,100000,120000,Petrol,1,1,Third Owner,13.1,1781,149.5,5,210.0
3406,2014,210000,35000,Petrol,1,1,Second Owner,16.7,1172,64.1,5,96.0
3407,2019,786000,7720,Petrol,1,1,First Owner,20.0,999,71.0,7,96.0
3408,2014,1000000,50000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
3409,2002,120000,60000,Diesel,1,1,Second Owner,20.8,1527,58.0,5,789.0
3410,2016,750000,100000,Diesel,1,1,First Owner,20.8,1461,64.1,5,160.0
3411,2016,550000,57882,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
3412,2018,875000,142000,Diesel,1,1,First Owner,14.1,2179,147.94,5,320.0
3413,2018,890000,140000,Diesel,1,1,Third Owner,14.1,2179,147.94,5,320.0
3414,2015,550000,30000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3415,2018,400000,10000,Petrol,1,1,First Owner,19.83,1198,67.0,5,104.0
3416,2015,290000,30000,Petrol,1,1,Second Owner,23.1,998,67.04,5,90.0
3417,2012,150000,90000,Diesel,1,1,First Owner,19.09,1396,69.0,5,135.0
3418,2015,300000,35000,Petrol,1,1,Second Owner,15.37,1196,73.0,7,101.0
3419,2017,270000,31100,Petrol,0,1,First Owner,22.7,799,53.64,5,72.0
3420,2019,500000,5000,Petrol,1,1,First Owner,20.3,1086,68.0,5,99.0
3421,2013,250000,50000,Diesel,1,1,First Owner,21.02,1248,88.8,5,200.0
